subject	session	run	dest	action	confidence	source	event_count
sub-003	ses-01	05	/home/alexrees/scratch/bids/sub-003/ses-01/func/sub-003_ses-01_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-003_ses-01_task-fmri_run-05_events.tsv	25.0
sub-003	ses-01	07	/home/alexrees/scratch/bids/sub-003/ses-01/func/sub-003_ses-01_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-003_ses-01_task-fmri_run-07_events.tsv	25.0
sub-003	ses-02	01	/home/alexrees/scratch/bids/sub-003/ses-02/func/sub-003_ses-02_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-003_ses-02_task-fmri_run-01_events.tsv	25.0
sub-003	ses-02	03	/home/alexrees/scratch/bids/sub-003/ses-02/func/sub-003_ses-02_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-003_ses-02_task-fmri_run-03_events.tsv	25.0
sub-003	ses-02	05	/home/alexrees/scratch/bids/sub-003/ses-02/func/sub-003_ses-02_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-003_ses-02_task-fmri_run-05_events.tsv	25.0
sub-003	ses-02	07	/home/alexrees/scratch/bids/sub-003/ses-02/func/sub-003_ses-02_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-003_ses-02_task-fmri_run-07_events.tsv	25.0
sub-004	ses-01	01	/home/alexrees/scratch/bids/sub-004/ses-01/func/sub-004_ses-01_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-004_ses-01_task-fmri_run-01_events.tsv	25.0
sub-004	ses-01	03	/home/alexrees/scratch/bids/sub-004/ses-01/func/sub-004_ses-01_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-004_ses-01_task-fmri_run-03_events.tsv	25.0
sub-004	ses-01	05	/home/alexrees/scratch/bids/sub-004/ses-01/func/sub-004_ses-01_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-004_ses-01_task-fmri_run-05_events.tsv	25.0
sub-004	ses-01	07	/home/alexrees/scratch/bids/sub-004/ses-01/func/sub-004_ses-01_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-004_ses-01_task-fmri_run-07_events.tsv	25.0
sub-005	ses-01	01	/home/alexrees/scratch/bids/sub-005/ses-01/func/sub-005_ses-01_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-005_ses-01_task-fmri_run-01_events.tsv	25.0
sub-005	ses-01	03	/home/alexrees/scratch/bids/sub-005/ses-01/func/sub-005_ses-01_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-005_ses-01_task-fmri_run-03_events.tsv	25.0
sub-005	ses-01	05	/home/alexrees/scratch/bids/sub-005/ses-01/func/sub-005_ses-01_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-005_ses-01_task-fmri_run-05_events.tsv	25.0
sub-005	ses-01	07	/home/alexrees/scratch/bids/sub-005/ses-01/func/sub-005_ses-01_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-005_ses-01_task-fmri_run-07_events.tsv	25.0
sub-005	ses-02	01	/home/alexrees/scratch/bids/sub-005/ses-02/func/sub-005_ses-02_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-005_ses-02_task-fmri_run-01_events.tsv	25.0
sub-005	ses-02	03	/home/alexrees/scratch/bids/sub-005/ses-02/func/sub-005_ses-02_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-005_ses-02_task-fmri_run-03_events.tsv	25.0
sub-005	ses-02	05	/home/alexrees/scratch/bids/sub-005/ses-02/func/sub-005_ses-02_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-005_ses-02_task-fmri_run-05_events.tsv	25.0
sub-005	ses-02	07	/home/alexrees/scratch/bids/sub-005/ses-02/func/sub-005_ses-02_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-005_ses-02_task-fmri_run-07_events.tsv	25.0
sub-006	ses-01	01	/home/alexrees/scratch/bids/sub-006/ses-01/func/sub-006_ses-01_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-006_ses-01_task-fmri_run-01_events.tsv	25.0
sub-006	ses-01	03	/home/alexrees/scratch/bids/sub-006/ses-01/func/sub-006_ses-01_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-006_ses-01_task-fmri_run-03_events.tsv	25.0
sub-006	ses-01	05	/home/alexrees/scratch/bids/sub-006/ses-01/func/sub-006_ses-01_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-006_ses-01_task-fmri_run-05_events.tsv	25.0
sub-006	ses-01	07	/home/alexrees/scratch/bids/sub-006/ses-01/func/sub-006_ses-01_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-006_ses-01_task-fmri_run-07_events.tsv	25.0
sub-006	ses-02	01	/home/alexrees/scratch/bids/sub-006/ses-02/func/sub-006_ses-02_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-006_ses-02_task-fmri_run-01_events.tsv	25.0
sub-006	ses-02	03	/home/alexrees/scratch/bids/sub-006/ses-02/func/sub-006_ses-02_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-006_ses-02_task-fmri_run-03_events.tsv	25.0
sub-006	ses-02	05	/home/alexrees/scratch/bids/sub-006/ses-02/func/sub-006_ses-02_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-006_ses-02_task-fmri_run-05_events.tsv	25.0
sub-006	ses-02	07	/home/alexrees/scratch/bids/sub-006/ses-02/func/sub-006_ses-02_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-006_ses-02_task-fmri_run-07_events.tsv	25.0
sub-007	ses-01	01	/home/alexrees/scratch/bids/sub-007/ses-01/func/sub-007_ses-01_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-007_ses-01_task-fmri_run-01_events.tsv	25.0
sub-007	ses-01	03	/home/alexrees/scratch/bids/sub-007/ses-01/func/sub-007_ses-01_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-007_ses-01_task-fmri_run-03_events.tsv	25.0
sub-007	ses-01	05	/home/alexrees/scratch/bids/sub-007/ses-01/func/sub-007_ses-01_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-007_ses-01_task-fmri_run-05_events.tsv	25.0
sub-007	ses-01	07	/home/alexrees/scratch/bids/sub-007/ses-01/func/sub-007_ses-01_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-007_ses-01_task-fmri_run-07_events.tsv	25.0
sub-007	ses-02	01	/home/alexrees/scratch/bids/sub-007/ses-02/func/sub-007_ses-02_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-007_ses-02_task-fmri_run-01_events.tsv	25.0
sub-007	ses-02	03	/home/alexrees/scratch/bids/sub-007/ses-02/func/sub-007_ses-02_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-007_ses-02_task-fmri_run-03_events.tsv	25.0
sub-007	ses-02	05	/home/alexrees/scratch/bids/sub-007/ses-02/func/sub-007_ses-02_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-007_ses-02_task-fmri_run-05_events.tsv	25.0
sub-007	ses-02	07	/home/alexrees/scratch/bids/sub-007/ses-02/func/sub-007_ses-02_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-007_ses-02_task-fmri_run-07_events.tsv	25.0
sub-008	ses-01	01	/home/alexrees/scratch/bids/sub-008/ses-01/func/sub-008_ses-01_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-008_ses-01_task-fmri_run-01_events.tsv	25.0
sub-008	ses-01	03	/home/alexrees/scratch/bids/sub-008/ses-01/func/sub-008_ses-01_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-008_ses-01_task-fmri_run-03_events.tsv	25.0
sub-008	ses-01	05	/home/alexrees/scratch/bids/sub-008/ses-01/func/sub-008_ses-01_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-008_ses-01_task-fmri_run-05_events.tsv	25.0
sub-008	ses-01	07	/home/alexrees/scratch/bids/sub-008/ses-01/func/sub-008_ses-01_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-008_ses-01_task-fmri_run-07_events.tsv	25.0
sub-008	ses-02	01	/home/alexrees/scratch/bids/sub-008/ses-02/func/sub-008_ses-02_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-008_ses-02_task-fmri_run-01_events.tsv	25.0
sub-008	ses-02	03	/home/alexrees/scratch/bids/sub-008/ses-02/func/sub-008_ses-02_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-008_ses-02_task-fmri_run-03_events.tsv	25.0
sub-008	ses-02	05	/home/alexrees/scratch/bids/sub-008/ses-02/func/sub-008_ses-02_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-008_ses-02_task-fmri_run-05_events.tsv	25.0
sub-008	ses-02	07	/home/alexrees/scratch/bids/sub-008/ses-02/func/sub-008_ses-02_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-008_ses-02_task-fmri_run-07_events.tsv	25.0
sub-009	ses-01	01	/home/alexrees/scratch/bids/sub-009/ses-01/func/sub-009_ses-01_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-009_ses-01_task-fmri_run-01_events.tsv	25.0
sub-009	ses-01	03	/home/alexrees/scratch/bids/sub-009/ses-01/func/sub-009_ses-01_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-009_ses-01_task-fmri_run-03_events.tsv	25.0
sub-009	ses-01	05	/home/alexrees/scratch/bids/sub-009/ses-01/func/sub-009_ses-01_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-009_ses-01_task-fmri_run-05_events.tsv	25.0
sub-009	ses-01	07	/home/alexrees/scratch/bids/sub-009/ses-01/func/sub-009_ses-01_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-009_ses-01_task-fmri_run-07_events.tsv	25.0
sub-009	ses-02	01	/home/alexrees/scratch/bids/sub-009/ses-02/func/sub-009_ses-02_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-009_ses-02_task-fmri_run-01_events.tsv	25.0
sub-009	ses-02	03	/home/alexrees/scratch/bids/sub-009/ses-02/func/sub-009_ses-02_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-009_ses-02_task-fmri_run-03_events.tsv	25.0
sub-009	ses-02	05	/home/alexrees/scratch/bids/sub-009/ses-02/func/sub-009_ses-02_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-009_ses-02_task-fmri_run-05_events.tsv	25.0
sub-009	ses-02	07	/home/alexrees/scratch/bids/sub-009/ses-02/func/sub-009_ses-02_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-009_ses-02_task-fmri_run-07_events.tsv	25.0
sub-010	ses-01	01	/home/alexrees/scratch/bids/sub-010/ses-01/func/sub-010_ses-01_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-010_ses-01_task-fmri_run-01_events.tsv	25.0
sub-010	ses-01	03	/home/alexrees/scratch/bids/sub-010/ses-01/func/sub-010_ses-01_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-010_ses-01_task-fmri_run-03_events.tsv	25.0
sub-010	ses-01	05	/home/alexrees/scratch/bids/sub-010/ses-01/func/sub-010_ses-01_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-010_ses-01_task-fmri_run-05_events.tsv	25.0
sub-010	ses-01	07	/home/alexrees/scratch/bids/sub-010/ses-01/func/sub-010_ses-01_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-010_ses-01_task-fmri_run-07_events.tsv	25.0
sub-011	ses-01	01	/home/alexrees/scratch/bids/sub-011/ses-01/func/sub-011_ses-01_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-011_ses-01_task-fmri_run-01_events.tsv	25.0
sub-011	ses-01	04	/home/alexrees/scratch/bids/sub-011/ses-01/func/sub-011_ses-01_task-fmri_run-04_events.tsv	SKIP_no_bold	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-011_ses-01_task-fmri_run-04_events.tsv	
sub-011	ses-01	09	/home/alexrees/scratch/bids/sub-011/ses-01/func/sub-011_ses-01_task-fmri_run-09_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-011_ses-01_task-fmri_run-09_events.tsv	25.0
sub-011	ses-02	02	/home/alexrees/scratch/bids/sub-011/ses-02/func/sub-011_ses-02_task-fmri_run-02_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-011_ses-02_task-fmri_run-02_events.tsv	25.0
sub-011	ses-02	04	/home/alexrees/scratch/bids/sub-011/ses-02/func/sub-011_ses-02_task-fmri_run-04_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-011_ses-02_task-fmri_run-04_events.tsv	25.0
sub-011	ses-02	08	/home/alexrees/scratch/bids/sub-011/ses-02/func/sub-011_ses-02_task-fmri_run-08_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-011_ses-02_task-fmri_run-08_events.tsv	25.0
sub-012	ses-01	01	/home/alexrees/scratch/bids/sub-012/ses-01/func/sub-012_ses-01_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-012_ses-01_task-fmri_run-01_events.tsv	25.0
sub-012	ses-01	04	/home/alexrees/scratch/bids/sub-012/ses-01/func/sub-012_ses-01_task-fmri_run-04_events.tsv	SKIP_no_bold	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-012_ses-01_task-fmri_run-04_events.tsv	
sub-012	ses-01	05	/home/alexrees/scratch/bids/sub-012/ses-01/func/sub-012_ses-01_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-012_ses-01_task-fmri_run-05_events.tsv	25.0
sub-012	ses-01	07	/home/alexrees/scratch/bids/sub-012/ses-01/func/sub-012_ses-01_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-012_ses-01_task-fmri_run-07_events.tsv	25.0
sub-012	ses-01	09	/home/alexrees/scratch/bids/sub-012/ses-01/func/sub-012_ses-01_task-fmri_run-09_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-012_ses-01_task-fmri_run-09_events.tsv	25.0
sub-012	ses-02	01	/home/alexrees/scratch/bids/sub-012/ses-02/func/sub-012_ses-02_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-012_ses-02_task-fmri_run-01_events.tsv	25.0
sub-012	ses-02	03	/home/alexrees/scratch/bids/sub-012/ses-02/func/sub-012_ses-02_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-012_ses-02_task-fmri_run-03_events.tsv	25.0
sub-012	ses-02	05	/home/alexrees/scratch/bids/sub-012/ses-02/func/sub-012_ses-02_task-fmri_run-05_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-012_ses-02_task-fmri_run-05_events.tsv	25.0
sub-012	ses-02	07	/home/alexrees/scratch/bids/sub-012/ses-02/func/sub-012_ses-02_task-fmri_run-07_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-012_ses-02_task-fmri_run-07_events.tsv	25.0
sub-013	ses-01	01	/home/alexrees/scratch/bids/sub-013/ses-01/func/sub-013_ses-01_task-fmri_run-01_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-013_ses-01_task-fmri_run-01_events.tsv	25.0
sub-013	ses-01	03	/home/alexrees/scratch/bids/sub-013/ses-01/func/sub-013_ses-01_task-fmri_run-03_events.tsv	unchanged	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-013_ses-01_task-fmri_run-03_events.tsv	25.0
sub-013	ses-01	05	/home/alexrees/scratch/bids/sub-013/ses-01/func/sub-013_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-013_ses-01_task-fmri_run-05_events.tsv	25.0
sub-014	ses-01	01	/home/alexrees/scratch/bids/sub-014/ses-01/func/sub-014_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-014_ses-01_task-fmri_run-01_events.tsv	25.0
sub-014	ses-01	03	/home/alexrees/scratch/bids/sub-014/ses-01/func/sub-014_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-014_ses-01_task-fmri_run-03_events.tsv	25.0
sub-014	ses-01	05	/home/alexrees/scratch/bids/sub-014/ses-01/func/sub-014_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-014_ses-01_task-fmri_run-05_events.tsv	25.0
sub-014	ses-01	07	/home/alexrees/scratch/bids/sub-014/ses-01/func/sub-014_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-014_ses-01_task-fmri_run-07_events.tsv	25.0
sub-015	ses-01	01	/home/alexrees/scratch/bids/sub-015/ses-01/func/sub-015_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-015_ses-01_task-fmri_run-01_events.tsv	25.0
sub-015	ses-01	03	/home/alexrees/scratch/bids/sub-015/ses-01/func/sub-015_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-015_ses-01_task-fmri_run-03_events.tsv	25.0
sub-015	ses-01	05	/home/alexrees/scratch/bids/sub-015/ses-01/func/sub-015_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-015_ses-01_task-fmri_run-05_events.tsv	25.0
sub-015	ses-01	07	/home/alexrees/scratch/bids/sub-015/ses-01/func/sub-015_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-015_ses-01_task-fmri_run-07_events.tsv	25.0
sub-015	ses-02	01	/home/alexrees/scratch/bids/sub-015/ses-02/func/sub-015_ses-02_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-015_ses-02_task-fmri_run-01_events.tsv	25.0
sub-015	ses-02	03	/home/alexrees/scratch/bids/sub-015/ses-02/func/sub-015_ses-02_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-015_ses-02_task-fmri_run-03_events.tsv	25.0
sub-015	ses-02	05	/home/alexrees/scratch/bids/sub-015/ses-02/func/sub-015_ses-02_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-015_ses-02_task-fmri_run-05_events.tsv	25.0
sub-015	ses-02	07	/home/alexrees/scratch/bids/sub-015/ses-02/func/sub-015_ses-02_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-015_ses-02_task-fmri_run-07_events.tsv	25.0
sub-016	ses-01	01	/home/alexrees/scratch/bids/sub-016/ses-01/func/sub-016_ses-01_task-fmri_run-01_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-016_ses-01_task-fmri_run-01_events.tsv	25.0
sub-016	ses-01	03	/home/alexrees/scratch/bids/sub-016/ses-01/func/sub-016_ses-01_task-fmri_run-03_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-016_ses-01_task-fmri_run-03_events.tsv	25.0
sub-016	ses-01	05	/home/alexrees/scratch/bids/sub-016/ses-01/func/sub-016_ses-01_task-fmri_run-05_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-016_ses-01_task-fmri_run-05_events.tsv	25.0
sub-016	ses-01	07	/home/alexrees/scratch/bids/sub-016/ses-01/func/sub-016_ses-01_task-fmri_run-07_events.tsv	overwrite	HIGH	/home/alexrees/scratch/tmp_processing/events_validation/all_events/sub-016_ses-01_task-fmri_run-07_events.tsv	25.0
