action	src	dst
WOULD_COPY	/home/alexrees/scratch/bids/sub-069/ses-02/func/sub-069_ses-02_task-fmri_run-07_events.json	/home/alexrees/scratch/release_dataset/sub-069/ses-02/func/sub-069_ses-02_task-fmri_run-07_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-01_events.tsv	/home/alexrees/scratch/release_dataset/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-01_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-01_events.json	/home/alexrees/scratch/release_dataset/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-01_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-03_events.tsv	/home/alexrees/scratch/release_dataset/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-03_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-03_events.json	/home/alexrees/scratch/release_dataset/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-03_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-05_events.tsv	/home/alexrees/scratch/release_dataset/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-05_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-05_events.json	/home/alexrees/scratch/release_dataset/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-05_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-07_events.tsv	/home/alexrees/scratch/release_dataset/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-07_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-07_events.json	/home/alexrees/scratch/release_dataset/sub-072/ses-02/func/sub-072_ses-02_task-fmri_run-07_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-01_events.tsv	/home/alexrees/scratch/release_dataset/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-01_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-01_events.json	/home/alexrees/scratch/release_dataset/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-01_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-03_events.tsv	/home/alexrees/scratch/release_dataset/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-03_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-03_events.json	/home/alexrees/scratch/release_dataset/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-03_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-05_events.tsv	/home/alexrees/scratch/release_dataset/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-05_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-05_events.json	/home/alexrees/scratch/release_dataset/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-05_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-07_events.tsv	/home/alexrees/scratch/release_dataset/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-07_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-07_events.json	/home/alexrees/scratch/release_dataset/sub-073/ses-02/func/sub-073_ses-02_task-fmri_run-07_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-01_events.tsv	/home/alexrees/scratch/release_dataset/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-01_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-01_events.json	/home/alexrees/scratch/release_dataset/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-01_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-03_events.tsv	/home/alexrees/scratch/release_dataset/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-03_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-03_events.json	/home/alexrees/scratch/release_dataset/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-03_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-05_events.tsv	/home/alexrees/scratch/release_dataset/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-05_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-05_events.json	/home/alexrees/scratch/release_dataset/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-05_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-07_events.tsv	/home/alexrees/scratch/release_dataset/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-07_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-07_events.json	/home/alexrees/scratch/release_dataset/sub-074/ses-02/func/sub-074_ses-02_task-fmri_run-07_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-01_events.tsv	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-01_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-01_events.json	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-01_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-03_events.tsv	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-03_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-03_events.json	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-03_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-05_events.tsv	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-05_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-05_events.json	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-05_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-07_events.tsv	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-07_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-07_events.json	/home/alexrees/scratch/release_dataset/sub-078/ses-02/func/sub-078_ses-02_task-fmri_run-07_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-083/ses-01/func/sub-083_ses-01_task-fmri_run-09_events.tsv	/home/alexrees/scratch/release_dataset/sub-083/ses-01/func/sub-083_ses-01_task-fmri_run-09_events.tsv
WOULD_COPY	/home/alexrees/scratch/bids/sub-083/ses-01/func/sub-083_ses-01_task-fmri_run-09_events.json	/home/alexrees/scratch/release_dataset/sub-083/ses-01/func/sub-083_ses-01_task-fmri_run-09_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_bold.json	/home/alexrees/scratch/release_dataset/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_bold.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_bold.nii.gz	/home/alexrees/scratch/release_dataset/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_bold.nii.gz
WOULD_COPY	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_events.json	/home/alexrees/scratch/release_dataset/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_events.json
WOULD_COPY	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_events.tsv	/home/alexrees/scratch/release_dataset/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_events.tsv
SKIP_SAME	/home/alexrees/scratch/bids/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_recording-pulse_physio.json	/home/alexrees/scratch/release_dataset/sub-024/ses-01/func/sub-024_ses-01_task-fmri_run-07_recording-pulse_physio.json
