subject	session	original_file	replacement_file	status
sub-007	ses-01	/lustre07/scratch/alexrees/bids/sub-007/ses-01/anat/sub-007_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-007/ses-01/anat/sub-007_ses-01_run-03_T1w.nii.gz	REPLACED
sub-007	ses-02	/lustre07/scratch/alexrees/bids/sub-007/ses-02/anat/sub-007_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-007/ses-02/anat/sub-007_ses-02_run-01_T1w.nii.gz	REPLACED
sub-007	ses-02	/lustre07/scratch/alexrees/bids/sub-007/ses-02/anat/sub-007_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-007/ses-02/anat/sub-007_ses-02_run-02_T1w.nii.gz	REPLACED
sub-007	ses-02	/lustre07/scratch/alexrees/bids/sub-007/ses-02/anat/sub-007_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-007/ses-02/anat/sub-007_ses-02_run-03_T1w.nii.gz	REPLACED
sub-008	ses-01	/lustre07/scratch/alexrees/bids/sub-008/ses-01/anat/sub-008_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-008/ses-01/anat/sub-008_ses-01_run-01_T1w.nii.gz	REPLACED
sub-008	ses-01	/lustre07/scratch/alexrees/bids/sub-008/ses-01/anat/sub-008_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-008/ses-01/anat/sub-008_ses-01_run-02_T1w.nii.gz	REPLACED
sub-008	ses-01	/lustre07/scratch/alexrees/bids/sub-008/ses-01/anat/sub-008_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-008/ses-01/anat/sub-008_ses-01_run-03_T1w.nii.gz	REPLACED
sub-008	ses-02	/lustre07/scratch/alexrees/bids/sub-008/ses-02/anat/sub-008_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-008/ses-02/anat/sub-008_ses-02_run-01_T1w.nii.gz	REPLACED
sub-008	ses-02	/lustre07/scratch/alexrees/bids/sub-008/ses-02/anat/sub-008_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-008/ses-02/anat/sub-008_ses-02_run-02_T1w.nii.gz	REPLACED
sub-008	ses-02	/lustre07/scratch/alexrees/bids/sub-008/ses-02/anat/sub-008_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-008/ses-02/anat/sub-008_ses-02_run-03_T1w.nii.gz	REPLACED
sub-009	ses-01	/lustre07/scratch/alexrees/bids/sub-009/ses-01/anat/sub-009_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-009/ses-01/anat/sub-009_ses-01_run-01_T1w.nii.gz	REPLACED
sub-009	ses-01	/lustre07/scratch/alexrees/bids/sub-009/ses-01/anat/sub-009_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-009/ses-01/anat/sub-009_ses-01_run-02_T1w.nii.gz	REPLACED
sub-009	ses-01	/lustre07/scratch/alexrees/bids/sub-009/ses-01/anat/sub-009_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-009/ses-01/anat/sub-009_ses-01_run-03_T1w.nii.gz	REPLACED
sub-009	ses-02	/lustre07/scratch/alexrees/bids/sub-009/ses-02/anat/sub-009_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-009/ses-02/anat/sub-009_ses-02_run-01_T1w.nii.gz	REPLACED
sub-009	ses-02	/lustre07/scratch/alexrees/bids/sub-009/ses-02/anat/sub-009_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-009/ses-02/anat/sub-009_ses-02_run-02_T1w.nii.gz	REPLACED
sub-009	ses-02	/lustre07/scratch/alexrees/bids/sub-009/ses-02/anat/sub-009_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-009/ses-02/anat/sub-009_ses-02_run-03_T1w.nii.gz	REPLACED
sub-010	ses-01	/lustre07/scratch/alexrees/bids/sub-010/ses-01/anat/sub-010_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-010/ses-01/anat/sub-010_ses-01_run-01_T1w.nii.gz	REPLACED
sub-010	ses-01	/lustre07/scratch/alexrees/bids/sub-010/ses-01/anat/sub-010_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-010/ses-01/anat/sub-010_ses-01_run-02_T1w.nii.gz	REPLACED
sub-010	ses-01	/lustre07/scratch/alexrees/bids/sub-010/ses-01/anat/sub-010_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-010/ses-01/anat/sub-010_ses-01_run-03_T1w.nii.gz	REPLACED
sub-011	ses-01	/lustre07/scratch/alexrees/bids/sub-011/ses-01/anat/sub-011_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-011/ses-01/anat/sub-011_ses-01_run-01_T1w.nii.gz	REPLACED
sub-011	ses-01	/lustre07/scratch/alexrees/bids/sub-011/ses-01/anat/sub-011_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-011/ses-01/anat/sub-011_ses-01_run-02_T1w.nii.gz	REPLACED
sub-011	ses-01	/lustre07/scratch/alexrees/bids/sub-011/ses-01/anat/sub-011_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-011/ses-01/anat/sub-011_ses-01_run-03_T1w.nii.gz	REPLACED
sub-011	ses-02	/lustre07/scratch/alexrees/bids/sub-011/ses-02/anat/sub-011_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-011/ses-02/anat/sub-011_ses-02_run-01_T1w.nii.gz	REPLACED
sub-011	ses-02	/lustre07/scratch/alexrees/bids/sub-011/ses-02/anat/sub-011_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-011/ses-02/anat/sub-011_ses-02_run-02_T1w.nii.gz	REPLACED
sub-011	ses-02	/lustre07/scratch/alexrees/bids/sub-011/ses-02/anat/sub-011_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-011/ses-02/anat/sub-011_ses-02_run-03_T1w.nii.gz	REPLACED
sub-012	ses-01	/lustre07/scratch/alexrees/bids/sub-012/ses-01/anat/sub-012_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-012/ses-01/anat/sub-012_ses-01_run-01_T1w.nii.gz	REPLACED
sub-012	ses-01	/lustre07/scratch/alexrees/bids/sub-012/ses-01/anat/sub-012_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-012/ses-01/anat/sub-012_ses-01_run-02_T1w.nii.gz	REPLACED
sub-012	ses-01	/lustre07/scratch/alexrees/bids/sub-012/ses-01/anat/sub-012_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-012/ses-01/anat/sub-012_ses-01_run-03_T1w.nii.gz	REPLACED
sub-012	ses-02	/lustre07/scratch/alexrees/bids/sub-012/ses-02/anat/sub-012_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-012/ses-02/anat/sub-012_ses-02_run-01_T1w.nii.gz	REPLACED
sub-012	ses-02	/lustre07/scratch/alexrees/bids/sub-012/ses-02/anat/sub-012_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-012/ses-02/anat/sub-012_ses-02_run-02_T1w.nii.gz	REPLACED
sub-012	ses-02	/lustre07/scratch/alexrees/bids/sub-012/ses-02/anat/sub-012_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-012/ses-02/anat/sub-012_ses-02_run-03_T1w.nii.gz	REPLACED
sub-013	ses-01	/lustre07/scratch/alexrees/bids/sub-013/ses-01/anat/sub-013_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-013/ses-01/anat/sub-013_ses-01_run-01_T1w.nii.gz	REPLACED
sub-013	ses-01	/lustre07/scratch/alexrees/bids/sub-013/ses-01/anat/sub-013_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-013/ses-01/anat/sub-013_ses-01_run-02_T1w.nii.gz	REPLACED
sub-013	ses-01	/lustre07/scratch/alexrees/bids/sub-013/ses-01/anat/sub-013_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-013/ses-01/anat/sub-013_ses-01_run-03_T1w.nii.gz	REPLACED
sub-014	ses-01	/lustre07/scratch/alexrees/bids/sub-014/ses-01/anat/sub-014_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-014/ses-01/anat/sub-014_ses-01_run-01_T1w.nii.gz	REPLACED
sub-014	ses-01	/lustre07/scratch/alexrees/bids/sub-014/ses-01/anat/sub-014_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-014/ses-01/anat/sub-014_ses-01_run-02_T1w.nii.gz	REPLACED
sub-014	ses-01	/lustre07/scratch/alexrees/bids/sub-014/ses-01/anat/sub-014_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-014/ses-01/anat/sub-014_ses-01_run-03_T1w.nii.gz	REPLACED
sub-015	ses-01	/lustre07/scratch/alexrees/bids/sub-015/ses-01/anat/sub-015_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-015/ses-01/anat/sub-015_ses-01_run-01_T1w.nii.gz	REPLACED
sub-015	ses-01	/lustre07/scratch/alexrees/bids/sub-015/ses-01/anat/sub-015_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-015/ses-01/anat/sub-015_ses-01_run-02_T1w.nii.gz	REPLACED
sub-015	ses-01	/lustre07/scratch/alexrees/bids/sub-015/ses-01/anat/sub-015_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-015/ses-01/anat/sub-015_ses-01_run-03_T1w.nii.gz	REPLACED
sub-015	ses-02	/lustre07/scratch/alexrees/bids/sub-015/ses-02/anat/sub-015_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-015/ses-02/anat/sub-015_ses-02_run-01_T1w.nii.gz	REPLACED
sub-015	ses-02	/lustre07/scratch/alexrees/bids/sub-015/ses-02/anat/sub-015_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-015/ses-02/anat/sub-015_ses-02_run-02_T1w.nii.gz	REPLACED
sub-015	ses-02	/lustre07/scratch/alexrees/bids/sub-015/ses-02/anat/sub-015_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-015/ses-02/anat/sub-015_ses-02_run-03_T1w.nii.gz	REPLACED
sub-016	ses-01	/lustre07/scratch/alexrees/bids/sub-016/ses-01/anat/sub-016_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-016/ses-01/anat/sub-016_ses-01_run-01_T1w.nii.gz	REPLACED
sub-016	ses-01	/lustre07/scratch/alexrees/bids/sub-016/ses-01/anat/sub-016_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-016/ses-01/anat/sub-016_ses-01_run-02_T1w.nii.gz	REPLACED
sub-016	ses-01	/lustre07/scratch/alexrees/bids/sub-016/ses-01/anat/sub-016_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-016/ses-01/anat/sub-016_ses-01_run-03_T1w.nii.gz	REPLACED
sub-016	ses-02	/lustre07/scratch/alexrees/bids/sub-016/ses-02/anat/sub-016_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-016/ses-02/anat/sub-016_ses-02_run-01_T1w.nii.gz	REPLACED
sub-016	ses-02	/lustre07/scratch/alexrees/bids/sub-016/ses-02/anat/sub-016_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-016/ses-02/anat/sub-016_ses-02_run-02_T1w.nii.gz	REPLACED
sub-016	ses-02	/lustre07/scratch/alexrees/bids/sub-016/ses-02/anat/sub-016_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-016/ses-02/anat/sub-016_ses-02_run-03_T1w.nii.gz	REPLACED
sub-017	ses-01	/lustre07/scratch/alexrees/bids/sub-017/ses-01/anat/sub-017_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-017/ses-01/anat/sub-017_ses-01_run-01_T1w.nii.gz	REPLACED
sub-017	ses-01	/lustre07/scratch/alexrees/bids/sub-017/ses-01/anat/sub-017_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-017/ses-01/anat/sub-017_ses-01_run-02_T1w.nii.gz	REPLACED
sub-017	ses-01	/lustre07/scratch/alexrees/bids/sub-017/ses-01/anat/sub-017_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-017/ses-01/anat/sub-017_ses-01_run-03_T1w.nii.gz	REPLACED
sub-017	ses-02	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-017/ses-02/anat/sub-017_ses-02_run-01_T1w.nii.gz	REPLACED
sub-017	ses-02	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-017/ses-02/anat/sub-017_ses-02_run-02_T1w.nii.gz	REPLACED
sub-017	ses-02	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-017/ses-02/anat/sub-017_ses-02_run-03_T1w.nii.gz	REPLACED
sub-018	ses-01	/lustre07/scratch/alexrees/bids/sub-018/ses-01/anat/sub-018_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-018/ses-01/anat/sub-018_ses-01_run-01_T1w.nii.gz	REPLACED
sub-018	ses-01	/lustre07/scratch/alexrees/bids/sub-018/ses-01/anat/sub-018_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-018/ses-01/anat/sub-018_ses-01_run-02_T1w.nii.gz	REPLACED
sub-019	ses-01	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-019/ses-01/anat/sub-019_ses-01_run-01_T1w.nii.gz	REPLACED
sub-019	ses-01	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-019/ses-01/anat/sub-019_ses-01_run-02_T1w.nii.gz	REPLACED
sub-019	ses-01	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-019/ses-01/anat/sub-019_ses-01_run-03_T1w.nii.gz	REPLACED
sub-019	ses-02	/lustre07/scratch/alexrees/bids/sub-019/ses-02/anat/sub-019_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-019/ses-02/anat/sub-019_ses-02_run-01_T1w.nii.gz	REPLACED
sub-019	ses-02	/lustre07/scratch/alexrees/bids/sub-019/ses-02/anat/sub-019_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-019/ses-02/anat/sub-019_ses-02_run-02_T1w.nii.gz	REPLACED
sub-019	ses-02	/lustre07/scratch/alexrees/bids/sub-019/ses-02/anat/sub-019_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-019/ses-02/anat/sub-019_ses-02_run-03_T1w.nii.gz	REPLACED
sub-020	ses-01	/lustre07/scratch/alexrees/bids/sub-020/ses-01/anat/sub-020_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-020/ses-01/anat/sub-020_ses-01_run-01_T1w.nii.gz	REPLACED
sub-020	ses-01	/lustre07/scratch/alexrees/bids/sub-020/ses-01/anat/sub-020_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-020/ses-01/anat/sub-020_ses-01_run-02_T1w.nii.gz	REPLACED
sub-020	ses-01	/lustre07/scratch/alexrees/bids/sub-020/ses-01/anat/sub-020_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-020/ses-01/anat/sub-020_ses-01_run-03_T1w.nii.gz	REPLACED
sub-021	ses-01	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/derivatives/defacing/sub-021/ses-01/anat/sub-021_ses-01_run-01_T1w.nii.gz	REPLACED
